zone,practice_id,practice_name,speciality,monetisable_txns,practice_reference_id
malleswaram,613323,Shanib Dental Clinic,General Dentistry,0,ab12c8b7-82f3-4938-b226-798f43a378d3
malleswaram,665192,Oro Care Dental Speciality Centre,General Dentistry,0,415fc64e-bf41-488b-8a96-c253d0e27fd3
malleswaram,790031,Swetha Dental Clinic,General Dentistry,0,6d375dde-0bf4-4008-9c86-ce61f0c6847a
malleswaram,667933,Somu Dental Care,General Dentistry,0,df9b1bbb-947b-4afa-b2e4-d448eca58b11
malleswaram,657784,J P R Dental Clinic,General Dentistry,0,e1a83721-864d-4579-9d28-cc79da08d280
malleswaram,663809,Amrutha Dental Care,General Dentistry,0,696be6da-6b5e-48fb-8912-178b40c3e264
malleswaram,814991,Speciality Dental Clinic,General Dentistry,0,11a52096-ff80-4402-ae1c-195b0f0ae056
malleswaram,644123,Dental Care Center,General Dentistry,0,b508a70b-1ffb-432d-ad94-c3cccdaa9870
malleswaram,614360,Dental Care Center,General Dentistry,0,00250003-7000-41f1-bdcb-aa20a8a77d88
malleswaram,654122,Dr. Uthkarshas Esthetic Centre,General Dentistry; General Dermatology,0,137f1a96-104c-4e88-a3d5-08debd35736a
malleswaram,614558,Naren Dental Clinic,General Dentistry,0,1eaa33f8-454b-42ce-bf32-3c9e4a58eb81
malleswaram,700026,Vishnu Dental Care-Malleswaram,General Dentistry,0,9611bb26-7f20-4846-9855-65064c8f9ea4
malleswaram,663148,S S Super Speciality Dental Clinic,General Dentistry,0,8d60fc50-c625-4ec1-83c7-ddf32d2d2bee
malleswaram,1302149,Gurukrupa Family Dental Care,General Dentistry,0,213c1032-5310-48d9-ba3d-ff91e6d8fe46
malleswaram,677925,Bright Smiles Dental & Orthodontic Clinic,General Dentistry,0,2412c2bf-87b8-479c-b735-24fdaaea6701
malleswaram,689104,Maruthi Dental Clinic,General Dentistry,0,11f6a0bd-a03c-461a-94b1-8ce944f921f8
malleswaram,615566,Chayaputra Dental Clinic,General Dentistry,0,83fdecd6-a8b7-4aad-9727-68766977493f
malleswaram,615849,Unique Dental Care,General Dentistry,0,f0261d14-2edf-40c4-af24-259021047261
malleswaram,615873,Nu-Face Dental & Maxillofacial Center,General Dentistry,0,e787107f-02aa-40f2-b4a6-68e76dd24639
malleswaram,616160,Sreevari Dental Clinic,General Dentistry,0,4c3f289b-e19b-4063-86c3-a8638b816dcf
malleswaram,690491,Sapthagiri (Gurukrupa) Dental Clinic,General Dentistry,0,eb2a5f58-6e8e-416f-b5c1-70450cfd7c83
malleswaram,616615,Chaitanya Dental Clinic,General Dentistry,0,7bd146e8-0d4d-4768-b487-191eb280dbce
malleswaram,1207989,Shankari Dental Health Centre,General Dentistry,0,6499c788-5972-40ed-906f-a4b6fb1ce055
malleswaram,636254,Bangalore Dental Clinic,General Dentistry,0,1ed6c998-fc24-4ebd-939d-f72824be5c44
malleswaram,660553,Specialty Dental Clinic,General Dentistry,0,f8941746-a2ef-4f83-9df1-df35f68456a2
malleswaram,1130549,Oromed Dental Clinic,General Dentistry,0,442e93c9-d8d5-4cfa-abea-b0836d97ebf4
malleswaram,1233920,Fab Dental,General Dentistry,0,453b1627-5bf8-42ae-87d4-8014d91c4519
malleswaram,761939,Dental Destinaton,General Dentistry,0,5e8a77d1-bc8b-42a5-8ecb-bb432a5347ad
malleswaram,623985,Pure Smiles,General Dentistry,0,a814f610-9cb6-4643-b1d6-0ca58c9e5d2f
malleswaram,660169,Vignesh Dental Clinic,General Dentistry,0,f72789d2-6911-4cd0-8b0b-f0f403a0f19e
malleswaram,1586527,Balaji Dental Clinic,General Dentistry,0,033a24a2-b2ae-40ac-86b3-ef3d9d91525a
malleswaram,627969,Shreeraksha Dental Clinic,General Dentistry,0,9f75e5da-9fa4-4ef6-9471-04c752f4f320
malleswaram,690311,Smile Dental Clinic,General Dentistry,0,69da0833-e228-48b0-83a3-d39be3c5a11a
malleswaram,1038877,Apoorva Dental Care,General Dentistry,0,f5922e7c-eac8-4a07-aa8b-88342e84247e
malleswaram,628576,Dhanavantari Multispeciality Dental Clinic,General Dentistry,0,3b998bea-3350-437c-81d7-90d9d859f66f
malleswaram,628844,Sri Dental Care & Implant Centre,General Dentistry,0,ea175ea4-c316-4861-9ddc-634f822cf575
malleswaram,754073,Skin Effects and Dental Care Centre,General Dentistry,0,9ab2f133-d105-4cbc-b8d5-4ec0ee8865f0
malleswaram,741197,Dentique,General Dentistry,0,5ab3907e-8e51-4d6a-a9be-1395ae285795
malleswaram,639136,Megana Dental Specialst Clinic,General Dentistry,0,b1aef287-3cfa-4b73-8e50-cc575b62bb88
malleswaram,663187,Yashodha Dental Clinic,General Dentistry,0,fb398f30-80aa-4692-a673-e1852536fd47
malleswaram,635180,Nishka Multi Speciality Dental Clinic,General Dentistry,0,c7951849-0483-43d7-84ec-26f007e50b84
malleswaram,647975,City Dental Clinic,General Dentistry,0,753f5ad3-2dcb-444d-8b8d-6836c505d76c
malleswaram,730763,Axiss Dental Clinic,General Dentistry,0,d7161fda-cffc-4f68-8f1f-4449679d7ad2
malleswaram,1148209,Axiss Dental,General Dentistry,0,bbeb4ddf-0ca2-4fd4-97c4-c9f1120033a5
malleswaram,828625,Dental Health Care & implant Centre,General Dentistry,0,11dcdb65-7633-4c7e-969e-3737b0da4147
malleswaram,691805,Sri Ranga Arogyadhama,General Dentistry; General Physician,0,20740334-adc2-4b2f-8dcd-30c9c85f44a6
malleswaram,642616,Malkans Dental Surgery,General Dentistry,0,91a49d34-9fd3-4e17-bc51-aedf2bae48a1
malleswaram,1033073,Dental Health Centre,General Dentistry,0,12796574-2da9-461b-9729-99300daa675a
malleswaram,642705,Ramakrishna Nursing Home,General Dentistry; General Gynecology; General Surgeon,0,f9ba9c1f-7a45-490d-a408-4be461d16972
malleswaram,639110,Faces by Braces - A Dental Clinic,General Dentistry,0,495e625c-7345-46d2-8f35-e1fbcd4fa5eb
malleswaram,643542,Thejus Dental Clinic,General Dentistry,0,e53c768c-a73a-49f4-9d8a-1447854b9f2e
malleswaram,689868,Prime Dental Care,General Dentistry,0,08481deb-1fae-4189-9b83-e9c219e39a2e
malleswaram,1140235,S B Orthodontics and Dental Clinic,General Dentistry,0,1efe981a-08cd-4d8b-9f2a-78004aaffb9a
malleswaram,657730,Narain Oral & Dental Care,General Dentistry,0,72487f1f-a53b-4d3b-8414-8eeebc5510c8
malleswaram,609516,Oral And  Dental Care Centre,General Dentistry,0,6abfcf83-9f39-474d-88a3-37e00800e2e0
malleswaram,901749,Dento Cure.,General Dentistry,0,5907a4d5-43dd-42dd-b855-0633e9e5a3df
malleswaram,647799,Mathru Dental Clinic,General Dentistry,0,ca2d82a1-52a9-4d7a-a152-ef5df5267562
malleswaram,645754,Uzair Dental Care,General Dentistry,0,b92f02a7-b2c8-4df0-b4e7-7107bc98b1ed
malleswaram,625103,Raghavendra Dental Clinic,General Dentistry,0,b57493df-c286-4562-9709-f37551d4fa6a
malleswaram,643465,Vasavi Dental Care,General Dentistry,0,b5090ae8-d972-44de-b4e5-dade1f870c12
malleswaram,646050,Faith Dental Clinic,General Dentistry,0,2e242861-59fc-4a6a-ad04-044f35b7b933
malleswaram,664372,Sri Sai Dental Care,General Dentistry,0,a229f269-97e1-4bd0-b69f-f3a327ad9730
malleswaram,615868,Jinka  Denticare Center,General Dentistry,0,7293a939-5a08-4558-9a9d-ffb3d46c59e6
malleswaram,651013,Sri Manjunatha Dental Clinic,General Dentistry,0,6ebee3a5-df75-419c-a2aa-76c8cd5d7fd4
malleswaram,1146263,Manjunatha Dental Clinic,General Dentistry,0,662da9b6-94eb-4f8e-8914-1e57589e02ae
malleswaram,665099,Sri Manjunatha Dental Clinic,General Dentistry,0,c3211f04-0490-4c0b-b581-4e86a02eabeb
malleswaram,651109,Balaji Multi Speciality Dental Clinic,General Dentistry,0,ca731fd2-af5b-4125-badc-1d948df5df0c
malleswaram,651132,Prema Hitech Dental Clinic,General Dentistry,0,b144d3f7-26c9-459e-8e3b-8f3cc72d77cf
malleswaram,653327,Dazzle Dental Care,General Dentistry,0,fa6c9b1a-1889-431f-b0a6-ccd44a1f0ec3
malleswaram,650103,MSR Dental Center,General Dentistry,0,e0fbf734-ca62-4a50-aa17-edd297fd3142
malleswaram,814893,Smile Dental Care,General Dentistry,0,418e7c22-6217-479f-b5c3-37e6f3122cfe
malleswaram,722399,Happy 32 Multi-Speciality Dental Clinic,General Dentistry,0,86fb5afb-1888-4a58-8ac1-32f15a290760
malleswaram,1171397,Clove Dental,General Dentistry,0,29bb24c8-a152-4baa-a10a-732cf662f67a
malleswaram,1143174,Clove Dental,General Dentistry,0,43614729-1188-4eb4-9746-378576805dc7
malleswaram,683113,Eastern Dental Clinic,General Dentistry,0,1f421d59-19b3-4050-a401-23ec23a73bc8
malleswaram,1187207,Sarnaik Dental Care,General Dentistry,0,82fb2593-64c9-4c53-95d9-02ac3e413994
malleswaram,1106459,Smile Dental Care,General Dentistry,0,cbfc2c1a-e062-4f6d-82fa-a0785f4a773b
malleswaram,614961,Dental Care Centre,General Dentistry,0,95d7fd95-eca6-4844-b3cf-efa135f4b780
malleswaram,656055,Tooth Spa,General Dentistry,0,1c6b49a8-3102-4386-aac2-4f0728c972b7
malleswaram,691492,Sumana Dental Clinic,General Dentistry,0,f2ed6e64-b1d1-43eb-beef-b2aa83f14bfa
malleswaram,688542,Denta Care,General Dentistry,0,a35e4055-109c-40f0-858d-f7a7ab15b7f7
malleswaram,723016,Dr. Shetty's Aesthetics,General Dentistry,0,d0376d6d-5d04-4dd8-8299-84796a58b094
malleswaram,829042,VLCC Wellness and Healthcare,General Dentistry,0,4e6e4152-894e-4745-9657-48b0b43abcda
malleswaram,661945,Sukrutha Dental Clinic,General Dentistry,0,5b5fe1fc-fd88-47f2-894f-3525be84015a
malleswaram,662463,Sree Raghuram Dental Clinic,General Dentistry,0,e04e3a85-e0cd-4c53-adf4-0d8a9aee8531
malleswaram,701205,Healthy Smiles Dental Clinic,General Dentistry,0,c295509b-b6e5-410c-bc2d-4204006072d0
malleswaram,628866,Sparkle Dental Care,General Dentistry,0,769b60f7-7b08-408e-b506-5dfbbfabd74f
malleswaram,662535,Belur Dental; Clinic,General Dentistry,0,678591e1-a7be-4e27-8a63-377f25b9206e
malleswaram,662587,Sree Dental Care,General Dentistry,0,78b24661-b09b-4e8c-823e-bcc4b22f83dc
malleswaram,602007,R K Dental Clinic,General Dentistry,0,218f79bf-0f9f-44ac-a33c-38c7f488f840
malleswaram,663191,Yash Multi Speciality Dental Clinic,General Dentistry,0,ef8dc860-9121-4b80-8207-4e99ac00c151
malleswaram,658902,Smile Dental Clinic,General Dentistry,0,d25e3263-8020-402a-a915-1dc9d6dc3245
malleswaram,1172127,CHANRE DENTAL CARE,General Dentistry,0,008f4e32-145a-4acf-a9ce-5e21a9c4466a
malleswaram,657367,Chanre Dental Care,General Dentistry,0,3f0eba35-6fb4-482e-bfe0-8d97034f1078
malleswaram,1162544,Radiance Dentistry,General Dentistry,0,49b230b0-7dbd-4062-b6ba-69e3e4c27d49
malleswaram,663829,Al Hikma Dental Care,General Dentistry,0,6625c9ca-8b0e-480f-86c5-2038cfd05f5b
malleswaram,664491,Neo Dental Care,General Dentistry,0,4cfe5288-5abb-4578-a379-b90eaabaeb0d
malleswaram,617520,Shreesha Dental Clinic,General Dentistry,0,3a70c17a-871a-46fc-aba1-a59ef1a0d715
malleswaram,665499,Vishnu's Cosmetic Dental Care,General Dentistry,0,a1c3ddd7-ffce-40af-9fcc-8d9711076aff
malleswaram,1159407,Iconic Dental Care & Aesthetics,General Dentistry,0,10825940-1e65-45bf-b71d-dd038696e5d0
malleswaram,665993,Dental Specialists,General Dentistry,0,f5cca320-acb6-461f-bed2-b81792f687aa
malleswaram,1259976,White Dental Studio,General Dentistry,0,0e7ffba8-bfcd-484f-a6cf-1a698ab445d3
malleswaram,710758,Sri Om Narayana Danthalaya-Malleswaram,General Dentistry,0,29a72315-ca6f-4aea-9d9c-c0434af4f263
malleswaram,1245128,Dr. Shweta's KDC Dental Care,General Dentistry,0,9846caed-7fe7-4823-832e-c34ba0780a31
malleswaram,688701,Salecha Dental Clinic,General Dentistry,0,b72c590b-68c5-4137-aa30-7bdeaa0a40c3
malleswaram,638767,SSD Family Dental Care,General Dentistry,0,5d524290-44c8-4fc7-884f-e1b14fbb8796
malleswaram,692719,Brindavan Childcare and Vaccination Center,General Dentistry,0,9155dcdd-b54f-410d-b77d-5e5de3597326
malleswaram,670734,Braces 'n' Faces Dental Clinic,General Dentistry,0,3af7279a-9cfc-4e9a-93dd-5a13d923aa67
malleswaram,677752,Savitha Dental Clinic,General Dentistry,0,965a2c03-7f0e-4f7a-ac7a-b0be9cf3eac3
malleswaram,682200,Grace Family Dental Clinic,General Dentistry,0,c2ebc2f2-4290-464a-ac6e-5c3f4dfefdca
malleswaram,1139578,V Care Dental Orthodontic And Dental Care,General Dentistry,0,fc684cc3-f78c-4228-bbb3-71ee44773e5a
malleswaram,616778,Aradhana Dental Clinic,General Dentistry,0,3fb87e10-13bd-471f-a387-117d81f79831
malleswaram,671964,Sri Raghavendra Dental Care,General Dentistry,0,9385d056-754e-4ab4-af09-ea35a1a47054
malleswaram,684720,Adi's Dentalaya Clinic,General Dentistry,0,800a2ed8-c180-4844-81b5-9c3b27e4b0eb
malleswaram,913182,Asha Kiran Hospital,General Dentistry,0,742c1f8e-4c1a-458c-ba4b-415760036d8b
malleswaram,687672,Amogh Dental Clinic,General Dentistry,0,02199f38-d9d0-42fd-86c4-0f6f7ba8a7cb
malleswaram,688829,Danthavaidhya The Dentist,General Dentistry,0,199ce85f-e40d-46d9-b5d6-daf58122bc08
malleswaram,689281,Sri Venkateswara Dental Clinic,General Dentistry,0,4ef00be1-ad9a-472e-8993-58c88598869d
malleswaram,689556,Dental Consultation & Treatment Centre,General Dentistry,0,0abf7670-5b5e-4c79-945d-d358e06eff52
malleswaram,695642,Bites and Braces,General Dentistry,0,a93756d6-da01-43a9-adf1-37813bb781d3
malleswaram,996944,Nagemoga Dental Clinic,General Dentistry,0,667bd268-75c4-40c7-9008-ea72837dff0f
malleswaram,689968,Shashi's Dental Clinic,General Dentistry,0,2ab0a235-6e84-47de-89a7-022bd08b7933
malleswaram,690169,DR. Hegde Dental Clinic,General Dentistry,0,72aaf390-1ba8-4778-8f77-f9818190e3ec
malleswaram,690540,Pujitha Dental Care,General Dentistry,0,abc608d4-e7ca-4ab4-ab13-f8d273d9eb14
malleswaram,1183166,Sriraksha Dental Clinic And Implant Centre,General Dentistry,0,4c133a66-8f89-45a1-a2b8-2a95ab4becbb
malleswaram,694105,Modi's Dental Clinic,General Dentistry,0,ae666883-12da-4108-8555-73bfcdd38770
malleswaram,696522,Arudhra Dental Clinic,General Dentistry,0,fde176a3-9ee7-4a76-b026-61f6aeee45f8
malleswaram,698313,Vasan dental care,General Dentistry,0,6d14c6d8-aca5-41b2-ad95-32b822d2ecee
malleswaram,625155,24x7 Dental care,General Dentistry,0,f60205b2-cef6-47e7-beda-e2868322a7d2
malleswaram,692486,Lakshmi Dental Clinic,General Dentistry,0,3d6e20a8-325b-40a0-9c45-7333cba719c9
malleswaram,613315,Samrudhi Dental Care,General Dentistry,0,88d8a0e8-0a5c-4e61-924d-fdad47c48cbb
malleswaram,712223,New Al Ameen Dental Clinic,General Dentistry,0,ee8f8319-815f-4cde-9844-506edc49f790
malleswaram,721490,Sri Vinayaka Dental Clinic & Orthodontic Centre,General Dentistry,0,e3e83f87-47c8-4e76-b9d1-517e3c9950c7
malleswaram,722080,Care 32 Multi Speciality Dental Clinic,General Dentistry,0,1c957e91-28d3-4b88-b6ab-b79148a2b16d
malleswaram,763956,Dr. Hiremath Dental Artistry,General Dentistry,0,a245be16-e5e2-4047-b8ee-90e570916754
malleswaram,725703,Perfect Smiles,General Dentistry,0,03efc88e-1503-4f65-bd7d-f5340cd1c0e9
malleswaram,1132894,Cosmodent,General Dentistry,0,6cc697eb-2fca-45d6-b97e-28d9ffa287d6
malleswaram,728970,Ashraya Dental Clinic,General Dentistry,0,e286596e-8509-4490-bd33-1f199a271bb7
malleswaram,729051,Schinchan's Dental Solutions,General Dentistry,0,6b1207be-2007-4de6-828b-f4a324891e98
malleswaram,729275,Al Falah Nursing Home,General Dentistry,0,bd454a34-8243-4dd1-abef-bbd935818cd6
malleswaram,765000,Charitha Dental Care,General Dentistry,0,f3ecff32-7c7c-4f64-8ebd-6e70f64b8bd1
malleswaram,1158213,Smile Dental Care Centre,General Dentistry,0,bc701a56-1482-40fc-985a-a38df58795e9
malleswaram,1139920,Vishwanath Dental Implant and Oral Medicine clinic,General Dentistry,0,9e7c4e2d-9317-46fd-948c-c23e5fc8f4d4
malleswaram,731294,Indira Sai Dental Care,General Dentistry,0,4547d443-0860-47a1-9971-77bcaa32d319
malleswaram,1133414,Nanda Dental Clinic,General Dentistry,0,b9da0e1c-c2ad-4ce4-9911-97f6bf3f8853
malleswaram,614947,Skandan Dental Clinic,General Dentistry,0,833e8538-3021-4b7b-9cc3-e0b1f37d4501
malleswaram,734787,Ananda Dental Clinic,General Dentistry,0,cf4fdfb1-d25f-4816-a082-8189c716b46d
malleswaram,750103,Vakade's Orthodontic & Dental Clinic,General Dentistry,0,260032cc-fe02-496a-88a6-df34cc2195b2
malleswaram,840661,Pravara Dental Care,General Dentistry,0,8b6e9d60-10cf-405c-8bed-d1a663864f04
malleswaram,766709,Kruthika Dental Clinic,General Dentistry,0,916bea99-2924-4b9e-a1cc-f0865a8f4a76
malleswaram,791799,Facial Aesthetics Centre,General Dentistry,0,2ce4cc71-574d-4958-a944-67eab3196232
malleswaram,1523519,OMS Clinic Oral & Maxillofacial Surgery,General Dentistry,0,74f739aa-2c01-49dc-b8a8-fdbef4f9d750
malleswaram,793455,Lakshmi's Dental Care And Orthodontic Centre,General Dentistry,0,41d64c2d-fd9d-47ac-b281-a01eed519e5a
malleswaram,796556,Cosmodent,General Dentistry,0,440539e7-e0e7-4179-8680-8a176dbc6f7e
malleswaram,793836,Kruthika Dental Clinic,General Dentistry,0,bbe07098-84f8-42c6-8490-35c882b6c794
malleswaram,880386,Sri Surya Multispeciality Dental Clinic,General Dentistry,0,937f5017-8936-4143-a1a1-43492faa5ca6
malleswaram,893895,RMV Superspeciality Dental Care,General Dentistry,0,1115fa09-7ba0-4345-8741-a70a1b6372f5
malleswaram,900931,32 Dental Care and Implant Center,General Dentistry,0,7ff5ca0d-4382-4e85-b082-65a035a85f0e
malleswaram,1159438,Sabka Dentist,General Dentistry,0,5236dbe4-3466-4f91-9ad7-f105fb747ffb
malleswaram,933136,Max Dental Care,General Dentistry,0,29703a9b-6819-4d46-a812-8d5e87f695e7
malleswaram,1027844,SUDHA DENTAL CLINIC,General Dentistry,0,e3ab301c-f117-444c-a477-4f68c5409b5b
malleswaram,1122619,Cosmodent Multispeciality Dental Center,General Dentistry,0,bca51443-106a-4fd6-add3-7e3f6821aca3
malleswaram,1072009,Premia Dental Care,General Dentistry,0,622d29b6-bb82-4bf0-bc0a-d7e86fe9450a
malleswaram,1074385,Dr.Shivashankar's Specialist Dental Clinic,General Dentistry,0,648eb16c-2422-4b77-8f47-79c1576d5d83
malleswaram,1103455,Shree Sai Pranavi Multi Speciality Dental Clinic,General Dentistry,0,b5e7516d-50d4-436d-995c-c7556042be4b
malleswaram,1121499,Shri Vansh Dental Clinic,General Dentistry,0,d374608c-b305-465b-a5d8-69d72e1b263a
malleswaram,1120917,Dantha Raksha Dental Care,General Dentistry,0,1db10295-6ebd-418e-b53f-f644e687ed15
malleswaram,691240,Dental Health Centre,General Dentistry,0,74213bf8-1533-43ba-af7e-69a73fc6de8c
malleswaram,1049710,Narayana Dental Clinic,General Dentistry,0,9799aa35-886b-42c2-b2e0-2e9c7fb6bd35
malleswaram,615929,Dental Clinic,General Dentistry,0,750b6409-733c-4aa4-a28e-9dd8dfdfd205
malleswaram,1125411,Smilez Dental Care,General Dentistry,0,fd712a14-e244-466d-a7ad-81dd6c721012
malleswaram,1129942,Dentocare,General Dentistry,0,82ca5eb9-219d-4439-bd75-d1a80713a402
malleswaram,1190979,Manaswa Facial Surgery & Dental Implant Center,General Dentistry,0,ff23b9c2-d629-47c0-b6b9-40c440170bee
malleswaram,1133908,Poshith Dental Clinic,General Dentistry,0,0c65738f-21e8-413a-9c7b-0ba89d8929ce
malleswaram,691244,Vinayaka Dental Care,General Dentistry,0,8b6561b0-b08d-4b21-84bd-17a11a2f599c
malleswaram,1142414,Family Dental Care,General Dentistry,0,bbe594e3-0113-467f-b3eb-1228ee280316
malleswaram,1147873,Shimmering Smile Multispeciality Aesthetic and  Dental Implant Clinic,General Dentistry,0,720ebc60-0b48-4ab6-bcc1-5ffc11594d70
malleswaram,1159440,Sabka Dentist,General Dentistry,0,41929c92-dfe7-47c4-a06c-067ee972681a
malleswaram,1240586,Clove Dental,General Dentistry,0,d32c1329-3125-4bb4-becf-960bbfe06ecc
malleswaram,1194789,Dento-Shine Dental Clinic,General Dentistry,0,1481bb78-3749-4990-8a31-72f6e851eda1
malleswaram,1186046,Touch Dental Clinic,General Dentistry,0,348eaf6a-97b5-4582-8eba-31d4448a98dd
malleswaram,1605654,Vivant Aesthetics,General Dentistry,0,6b19ac66-e004-4fe7-a188-b550cdb07080
malleswaram,1191158,Dr. Ghazala's Dental & Implant Clinic,General Dentistry,0,3d187656-9a95-4753-a476-1868f644f528
malleswaram,1207821,DENTAL DISTRICT,General Dentistry,0,04f586a0-6d28-42bf-8853-2a0ddd3759aa
malleswaram,1208215,Orocare - The Center For All Advanced Dental Treatments,General Dentistry,0,35f08378-b7c3-41f4-ab51-d9a5a11612f3
malleswaram,1224092,Sharada Dental Clinic,General Dentistry,0,a280a4a3-7d34-4bb8-877d-01125dc8664a
malleswaram,1245330,Summit Dental Clinic,General Dentistry,0,0aff1010-2d82-4c1c-b3e1-a77fd9d6c2be
malleswaram,1249661,Dental Enclave,General Dentistry,0,86cb1409-01cc-4347-a041-b490caa998d3
malleswaram,683323,Sai Dental Care - Microdentistry Centre,General Dentistry,0,305efb17-ebb7-4021-ab0b-8457e9be3b79
malleswaram,1255132,Sanjeevini Dental Care,General Dentistry,0,0c1a2d88-a63c-45f5-9c46-ff3bf2baa349
malleswaram,1261546,Sri Sakthi Dental Clinic,General Dentistry,0,acbf01ba-b07e-4c46-9d8f-a4b9bd3c6452
malleswaram,1269909,House Of Dentistry,General Dentistry,0,bb712ebe-000a-47c4-8c5d-f2e5f15d59e4
malleswaram,1402511,Dentacare Multispeciality Clinic,General Dentistry,0,9cce7193-fb62-498d-a80f-9d2a6a7b3a95
malleswaram,1269764,Golden Smile Dental Clinic,General Dentistry,0,4ca41a0f-065b-46c7-96ed-77b4f50fc681
malleswaram,1592212,Akshatha Dental Clinic,General Dentistry,0,913fc68e-97cb-4053-8800-ad4b6569ef41
malleswaram,1313781,VCare,General Dentistry; Hair Transplant,0,6fb7b167-9ba4-48ce-aa06-10ce9f224438
malleswaram,742598,Anand's Dental Clinic,General Dentistry,0,1552810c-096f-41ac-83a5-25dfe6235b56
malleswaram,1374586,Amber Dental and Implant Centre,General Dentistry,0,b70dea69-b6c2-49d7-9a76-92ec0d97438a
malleswaram,699630,Jaya Dental Clinic,General Dentistry,0,8a4f8f5d-3de8-40af-b2ba-7e7fe9fb5b2d
malleswaram,1385895,Fusion Dental and Ortho Care,General Dentistry,0,103a0a28-9c82-43a1-ae1e-2fe8af565a6b
malleswaram,1399580,Dental clinic,General Dentistry,0,98f6d75b-cd5c-457a-86b2-c28b0f1a55cb
malleswaram,1401300,Jain Dental Centre,General Dentistry,0,4298ed7c-a1e7-48e1-b75a-2794ee79f742
malleswaram,1403397,Dr. Frijy's Dental And Skin Clinic,General Dentistry,0,fa3e636c-7e38-46a3-9173-ece74c9739ae
malleswaram,1419519,Root Canal ‘N’ Smile Care Centre,General Dentistry,0,959a87d7-a663-45e9-948e-5187a6e27af4
malleswaram,1443016,Dr. Brinda's Dental And Aesthetic Center,General Dentistry,0,48ea6921-5abc-4efb-85c2-eaac5946a061
malleswaram,1444231,Revive Dental And Facial Cosmetic Clinic,General Dentistry,0,87e96335-dc50-450e-b3c9-b568c39b0a73
malleswaram,1466139,Astra Dental Clinic,General Dentistry,0,f271ffc1-3742-4bfd-8349-be1c5121fcdb
malleswaram,1469250,Dr Britto's Dentistry,General Dentistry,0,e2f35469-1873-46c7-828f-96db2959ddc8
malleswaram,2094184,Krilay Dental Hub,General Dentistry,0,e37d0e8a-1941-43db-be0a-01600047f9e5
malleswaram,2180825,Aurea Dental Care,General Dentistry,0,e8e7fce4-71f1-49cf-951b-d31da60e6efc
malleswaram,655060,Le'jeune Skin Clinic and Hair Transplant Centre,General Dermatology; General Physician,0,af506ce1-b656-4c0f-bd61-96b0845e302f
malleswaram,627621,Soundarya Skin Care Centre,General Dermatology,0,aa733a84-566e-49a0-958b-363b77d8b365
malleswaram,672679,Cosmetic & Laser Center,General Dermatology,0,99b24de5-b540-431b-bc4c-8e7a7cee7fee
malleswaram,665523,Dermadent Skin Hair & Dental Clinic,General Dermatology,0,63071df4-900b-466b-9dda-ec52c8de8163
malleswaram,690223,Skin Care Clinic,General Dermatology,0,cdbea241-4e0d-4eb2-a5ec-2debfd01c533
malleswaram,690932,Sridhar Skin Clinic,General Dermatology,0,81911bfd-5bf6-4ace-8090-0e3ca059bc96
malleswaram,1110827,Sushumna  Clinic,General Dermatology,0,2691f438-86d1-4a63-a1b4-76f2a54ac995
malleswaram,704979,Cosmo Skin Care,General Dermatology,0,146e7bc9-86f1-4010-91cf-de1dedf71944
malleswaram,849457,Kolkebail Derma Care,General Dermatology,0,f19fefe5-399e-4ddd-9a29-9e9c652d3234
malleswaram,1594350,Kolkebail Derma care clinic,General Dermatology,0,860d683b-1040-4666-9a09-31cd76f63295
malleswaram,901896,"Guna Skin, Hair and Laser Clinic",General Dermatology,0,6423bdf7-0d42-44b4-b394-f59aa46dc2cd
malleswaram,1150684,Vogue Advanced Cosmetology Centre,General Dermatology,0,35b7663c-a631-4083-b5e7-8b367cfa66be
malleswaram,997751,Sri Sai Kripa Hospital,General Dermatology; Orthopaedics,0,7aeb33cc-789a-44ea-93cc-46f9f44b0c36
malleswaram,1588965,Baptamiist Hospital,General Dermatology; General Physician,0,c63df9be-4f8d-4ccb-a9cb-dd53eb7aac39
malleswaram,1345331,Skinpro Skin Hair & Laser Clinic,General Dermatology,0,ad806b3c-507b-4431-ba38-38df741f94bf
malleswaram,2076792,Skin Xperts Clinic,General Dermatology,0,a1e8082d-b90d-43ff-9ebd-8d8726976c5c
malleswaram,1435267,The Skin Address,General Dermatology,0,9676bdb7-e267-4a46-8ba3-c147cb1b6c8e
malleswaram,1598180,Supriya Clinic,General Dermatology,0,d0cf0452-9bed-416f-8229-4290462d0a4c
malleswaram,1598391,Dermalisa Dermatology Clinic,General Dermatology,0,1eb69235-1878-4a3c-86d9-26a91c57aea2
malleswaram,1595670,Prasanna Clinic,General Gynecology,0,dabbccb5-7b2c-4855-a000-5317cff70333
malleswaram,1586694,Shree Krishna clinic,General Gynecology; Orthopaedics,0,bedd2e4e-b757-433e-b321-0aba0d762e57
malleswaram,689994,Mrs Shakila Shetty Clinic,General Gynecology,0,e3bbc94c-dc74-484e-b4ca-642436c99a87
malleswaram,1210245,Jai Gynaec & Ortho Clinic,General Gynecology; Infertility Specialist,0,0c92ed0b-ad95-4993-814d-3e6f4a43bce1
malleswaram,695007,Varsha Clinic,General Gynecology,0,85e9c501-2028-4e86-8e66-c2cbd426fbe1
malleswaram,1587788,Sri Venkateshwara Clinic,General Gynecology; General Pediatrics,0,a4abd159-274f-4d91-8c9c-0c44effb1332
